id_tovara,id_language,name_tovara,category_tovara,h2
673,1,Букет из 51 разноцветной розы &quot;Восхищение&quot;,1104,Лучшие цены на букет из 51 разноцветной розы &quot;Восхищение&quot; с доставкой по Минску
673,2,Bouquet of 51 Multycolored Roses &quot;Admiration&quot;,1104,Delivery of bouquet of 51 multycolored roses &quot;Admiration&quot; in Minsk - convenient and fast
652,1,Янтарная статуэтка &quot;Воин&quot;,1163,Лучшие цены на янтарная статуэтка &quot;Воин&quot; с доставкой по Минску
652,2,Amber statuette &quot;Solider&quot;,1163,Best prices for amber statuette &quot;Solider&quot; with delivery to Minsk
872,1,"Плюшевый мишка с бантом, коричневый",1161,"Доставить плюшевый мишка с бантом, коричневый по Минску и Беларуси"
872,2,"Soft toy teddy bear with bow, brown",1161,"Fast delivery of soft toy teddy bear with bow, brown in Minsk"
596,1,Букет из роз и лилий &quot;Белоснежная фантазия&quot;,1127,"Оформите заказ на букет из роз и лилий &quot;Белоснежная фантазия&quot; с доставкой Минск, Беларусь"
596,2,Bouquet of flowers &quot;White Roses &amp; Lilies&quot;,1127,Delivery of bouquet of flowers &quot;white roses &amp; lilies&quot; in Minsk - convenient and fast
750,1,Подарочная корзина &quot;Моей сладенькой&quot;.,1165,Закажите подарочная корзина &quot;Моей сладенькой&quot;. с доставкой в Беларуси
910,1,Композиция из красных и розовых роз,1103,"Оформите заказ на композиция из красных и розовых роз с доставкой Минск, Беларусь"
910,2,Flower arrangement of red and pink roses,1103,Best prices for flower arrangement of red and pink roses with delivery to Minsk
579,1,Букет из роз &quot;Я люблю&quot; и плюшевый мишка,1104,Закажите букет из роз &quot;Я люблю&quot; и плюшевый мишка с доставкой в Беларуси
579,2,Bouquet of flowers &quot;I love&quot;&amp;  Teddy Bear,1104,Buy bouquet of flowers &quot;I love&quot;&amp;  teddy bear with delivery to Minsk
542,1,Букет из роз и гербер &quot;Cказочная История&quot;,1133,Купить букет из роз и гербер &quot;Cказочная История&quot; с доставкой по Минску
542,2,Bouquet of hand-tied flowers &quot;Fairy tale&quot;,1133,Delivery of bouquet of hand-tied flowers &quot;Fairy tale&quot; all over Belarus
948,1,Букет из лилий и роз,1127,Закажите букет из лилий и роз с доставкой в Беларуси
948,2,Bouquet of lilies and roses,1127,"Place an order for bouquet of lilies and roses with delivery Minsk, Belarus"
693,1,Букет из 5 красных роз &quot;Долорес&quot;,1104,Быстрая доставка букет из 5 красных роз &quot;Долорес&quot; в Минске
693,2,Bouquet of 5 Red Roses &quot;Dolores&quot;,1104,Buy bouquet of 5 red roses &quot;Dolores&quot; in Minsk
832,1,"Букет из гвоздик, роз и альстромерий &quot;Свет Моей Жизни&quot;",1104,"Купить букет из гвоздик, роз и альстромерий &quot;Свет Моей Жизни&quot; в Минске"
832,2,"Bouquet of carnations, roses and alstromerias &quot;Light of My Life&quot;",1104,"Delivery of bouquet of carnations, roses and alstromerias &quot;Light of My Life&quot; all over Belarus"
818,1,Букет из роз и лилий &quot;Волшебный сад&quot;,1104,Закажите букет из роз и лилий &quot;Волшебный сад&quot; с доставкой в Беларуси
818,2,Bouquet of roses and lilies &quot;Magic garden&quot;,1104,Fast delivery of bouquet of roses and lilies &quot;Magic garden&quot; in Minsk
909,2,Flower arrangement of Gerberas,1139,Deliver flower arrangement of gerberas to Minsk and Belarus
735,1,Букет из роз &quot;Веселого Рождества&quot;,1104,Купить букет из роз &quot;Веселого Рождества&quot; с доставкой по Минску
735,2,Hand-tied Bouquet &quot;Merry Christmas&quot;,1104,Fast delivery of hand-tied bouquet &quot;Merry Christmas&quot; in Minsk
636,1,"Набор из Букета 3 Разноцветных Роз, Фоторамки, Вазы и Мишки",1104,"Оформите заказ на набор из букета 3 разноцветных роз, фоторамки, вазы и мишки с доставкой Минск, Беларусь"
636,2,3 Multy-colored Roses in a Vase &amp; Teddy Bear,1104,Fast delivery of 3 multy-colored roses in a vase &amp; teddy bear in Minsk
635,1,Букет из 11 персиковых роз и большой плюшевый мишка,1104,Купить букет из 11 персиковых роз и большой плюшевый мишка в Минске
635,2,Hand-tied Peach Roses Bouquet with Teddy Bear,1104,Buy hand-tied peach roses bouquet with teddy bear in Minsk
749,1,Рождественский сапожок с сюрпризом,1165,Лучшие цены на рождественский сапожок с сюрпризом с доставкой по Минску
749,2,Christmas stocking with Sweets&amp;Surprise,1165,Best prices for christmas stocking with sweets&amp;surprise with delivery to Minsk
672,1,Букет из 21 розовых тюльпанов &quot;Обаяние&quot;,1164,Доставка букет из 21 розовых тюльпанов &quot;Обаяние&quot; по всей Беларуси
672,2,Bouquet of flowers &quot;21 Precious Pink Tulips&quot;,1164,Delivery of bouquet of flowers &quot;21 Precious Pink Tulips&quot; in Minsk - convenient and fast
954,1,"Открытка &quot;С Новым Годом&quot; №2, ручная работа",1176,"Доставить открытка &quot;С Новым Годом&quot; №2, ручная работа по Минску и Беларуси"
954,2,"Postcard &quot;happy new year&quot; №2, handmade",1176,"Buy postcard &quot;happy new year&quot; №2, handmade in Minsk"
978,1,Цветы в конверте,1175,Лучшие цены на цветы в конверте с доставкой по Минску
568,1,Букет из 15 белых роз &quot;Солнечные розы&quot;,1104,Купить букет из 15 белых роз &quot;Солнечные розы&quot; с доставкой по Минску
568,2,Round bouquet of 15 white roses &quot;Tenderness&quot;,1104,Order round bouquet of 15 white roses &quot;Tenderness&quot; with delivery to Belarus
726,1,Цветочная классическая композиция  &quot;Красная Роза&quot;,1150,Закажите цветочная классическая композиция  &quot;Красная Роза&quot; с доставкой в Беларуси
726,2,Flower classic arrangement &quot;Red Rose&quot;,1150,Buy flower classic arrangement &quot;Red Rose&quot; in Minsk
852,1,"Фольгированный шарик &quot;Happy Birthday&quot;, №1",1167,"Доставить фольгированный шарик &quot;Happy Birthday&quot;, №1 по Минску и Беларуси"
852,2,"Foil&amp;Mylar Balloon &quot;Happy birthday&quot;, filled with Helium № 24",1167,"Best prices for foil&amp;mylar balloon &quot;Happy birthday&quot;, filled with helium № 24 with delivery to Minsk"
671,1,Букет из 21 фиолетовых тюльпанов &quot;Страсть&quot;,1164,Быстрая доставка букет из 21 фиолетовых тюльпанов &quot;Страсть&quot; в Минске
671,2,Bouquet of flowers &quot;21 Passionate Purple Tulips&quot;,1164,Deliver bouquet of flowers &quot;21 Passionate Purple Tulips&quot; to Minsk and Belarus
920,1,Статуэтка Ангел с букетом,1163,Купить статуэтка ангел с букетом с доставкой по Минску
920,2,Figurine Angel with a bouquet,1163,Order figurine angel with a bouquet with delivery to Belarus
831,2,Bouquet of Multy-ColoredRoses&amp; Lisianthus,1104,Buy bouquet of multy-coloredroses&amp; lisianthus in Minsk
876,1,Плюшевый мишка &quot;Малыш&quot; с подарками,1142,Доставить плюшевый мишка &quot;Малыш&quot; с подарками по Минску и Беларуси
876,2,Soft toy teddy bear with sweet chocolate set,1142,Buy soft toy teddy bear with sweet chocolate set in Minsk
808,1,Букет из 15 оранжевых гербер,1139,Доставка букет из 15 оранжевых гербер по Минску – удобно и быстро
808,2,Hand-tied Bouquet of 15 orange gerberas,1139,Delivery of hand-tied bouquet of 15 orange gerberas in Minsk - convenient and fast
817,1,"Букет из роз, гвоздик и хризантем",1122,"Доставка букет из роз, гвоздик и хризантем по Минску – удобно и быстро"
817,2,"Bouquet of Roses, Carnations &amp; Chrysanthemums",1122,"Buy bouquet of roses, carnations &amp; chrysanthemums with delivery to Minsk"
634,1,Букет цветов &quot;11 алых роз и большой плюшевый  мишка&quot;,1104,Закажите букет цветов &quot;11 алых роз и большой плюшевый  мишка&quot; с доставкой в Беларуси
634,2,Red Roses hand-tied bouquet &amp; Large Teddy Bear,1104,Fast delivery of red roses hand-tied bouquet &amp; large teddy bear in Minsk
670,1,Букет из гербер &quot;Яркие герберы&quot;,1139,Быстрая доставка букет из гербер &quot;Яркие герберы&quot; в Минске
670,2,Bouquet of Flowers &quot;Gerbera Brights&quot;,1139,Best prices for bouquet of flowers &quot;Gerbera Brights&quot; with delivery to Minsk
977,1,Букет из 6 роз и 1 хризантемы,1104,"Оформите заказ на букет из 6 роз и 1 хризантемы с доставкой Минск, Беларусь"
977,2,Bouquet of 6 roses and 1 chrysanthemums,1104,Buy bouquet of 6 roses and 1 chrysanthemums with delivery to Minsk
595,1,Букет из роз и лилий &quot;Поздравляю Моя Любимая&quot;,1127,Быстрая доставка букет из роз и лилий &quot;Поздравляю Моя Любимая&quot; в Минске
595,2,Hand-Tied Flowers  &quot;Celebrations Bouquet&quot;,1127,"Place an order for hand-tied flowers  &quot;Celebrations Bouquet&quot; with delivery Minsk, Belarus"
865,1,Букет цветов &quot;Розы и эустомы &quot;,1103,Быстрая доставка букет цветов &quot;Розы и эустомы &quot; в Минске
865,2,Bouquet of flowers &quot; Roses and Eustoma &quot;,1103,Deliver bouquet of flowers &quot; Roses and Eustoma &quot; to Minsk and Belarus
928,2,Gift package №1,1176,Delivery of gift package №1 in Minsk - convenient and fast
692,1,Букет из 51 разноцветного тюльпана &quot;Фонтан красок&quot;,1164,Доставить букет из 51 разноцветного тюльпана &quot;Фонтан красок&quot; по Минску и Беларуси
692,2,51 Many-coloured tulips bouquet &quot;Сolours Fountain&quot;,1164,Best prices for 51 many-coloured tulips bouquet &quot;Сolours Fountain&quot; with delivery to Minsk
765,1,Букет из Розовых тюльпанов &quot;Аромат Весны&quot;,1164,Лучшие цены на букет из розовых тюльпанов &quot;Аромат Весны&quot; с доставкой по Минску
765,2,Bouquet of pink tulips &quot;Aroma of Spring&quot;,1164,Delivery of bouquet of pink tulips &quot;Aroma of Spring&quot; all over Belarus
558,1,"Набор конфет &quot;Беловежская пуща&quot;, 1075 г.",1142,"Закажите набор конфет &quot;Беловежская пуща&quot;, 1075 г. с доставкой в Беларуси"
558,2,"Assorted candies &quot;Belovezhskaya Pushcha&quot;, 1075 g",1142,"Best prices for assorted candies &quot;Belovezhskaya Pushcha&quot;, 1075 g with delivery to Minsk"
938,1,"Фольгированный шарик &quot;Спасибо!&quot;, №1",1167,"Доставить фольгированный шарик &quot;Спасибо!&quot;, №1 по Минску и Беларуси"
938,2,Helium balloon Heart Thank you for having me № 601,1167,"Place an order for helium balloon heart thank you for having me № 601 with delivery Minsk, Belarus"
793,1,Букет из Разноцветных хризантем &quot;Энергия Любви&quot;,1122,Закажите букет из разноцветных хризантем &quot;Энергия Любви&quot; с доставкой в Беларуси
793,2,Bouquet of Multi-Colored Chrysanthemums &quot; Energy of Love&quot;,1122,Buy bouquet of multi-colored chrysanthemums &quot; Energy of Love&quot; in Minsk
897,1,"Коробка конфеты Roshen &quot;Ассорти&quot;, 200г.",1142,"Быстрая доставка коробка конфеты roshen &quot;Ассорти&quot;, 200г. в Минске"
897,2,"Box of chocolates Roshen &quot;Assorted&quot;, 200g",1142,"Place an order for box of chocolates roshen &quot;Assorted&quot;, 200g with delivery Minsk, Belarus"
830,1,Букет из белых хризантем и красных кустовых роз &quot;Сладкий Сюрприз&quot;,1104,Быстрая доставка букет из белых хризантем и красных кустовых роз &quot;Сладкий Сюрприз&quot; в Минске
830,2,Bouquet of White Chrysanthemums&amp; Red roses &quot;Sweet Surprises&quot;,1104,Order bouquet of white chrysanthemums&amp; red roses &quot;Sweet Surprises&quot; with delivery to Belarus
553,1,Набор конфет &quot;Maya Legends premium&quot; 700 г.,1142,Купить набор конфет &quot;Maya Legends premium&quot; 700 г. с доставкой по Минску
553,2,Assorted candies &quot;Maya Legends premium&quot; 700 г.,1142,"Place an order for assorted candies &quot;Maya Legends premium&quot; 700 г. with delivery Minsk, Belarus"
927,1,"Воздушный шарик &quot;Love You&quot;, №1",1167,"Доставить воздушный шарик &quot;Love You&quot;, №1 по Минску и Беларуси"
620,1,Букет из 21 тюльпана &quot;Моя любовь&quot;,1164,Купить букет из 21 тюльпана &quot;Моя любовь&quot; в Минске
620,2,"Flower Bouquet &quot;My love&quot;, 21 tulips",1164,"Delivery of flower bouquet &quot;My love&quot;, 21 tulips in Minsk - convenient and fast"
602,1,Букет лилий &quot;Пестрое настроение&quot;,1127,Лучшие цены на букет лилий &quot;Пестрое настроение&quot; с доставкой по Минску
602,2,Bouquet of Flowers &quot;Chromatic Mood&quot;,1127,Delivery of bouquet of flowers &quot;Chromatic Mood&quot; all over Belarus
969,1,Красная роза в дизайнерской упаковке,1103,Доставить красная роза в дизайнерской упаковке по Минску и Беларуси
969,2,A red rose in a designer package,1103,Best prices for a red rose in a designer package with delivery to Minsk
816,1,"Букет из лилий, роз и альстромерий &quot; Нежный Вечер&quot;",1104,"Доставка букет из лилий, роз и альстромерий &quot; Нежный Вечер&quot; по Минску – удобно и быстро"
816,2,"Bouquet of Lilies, Roses&amp; Alstroemeria &quot;Loving Evening&quot;",1104,"Fast delivery of bouquet of lilies, roses&amp; alstroemeria &quot;Loving Evening&quot; in Minsk"
921,1,Цветочная композиция &quot;Нежность&quot;,1150,Доставка цветочная композиция &quot;Нежность&quot; по Минску – удобно и быстро
921,2,Flower arrangement &quot;Tenderness&quot;,1150,Delivery of flower arrangement &quot;Tenderness&quot; in Minsk - convenient and fast
633,1,"Плюшевый мишка с сердцем, голубой",1160,"Доставить плюшевый мишка с сердцем, голубой по Минску и Беларуси"
633,2,"Soft toy teddy bear with heart, blue",1160,"Best prices for soft toy teddy bear with heart, blue with delivery to Minsk"
896,1,"Коробка конфет &quot;Красная Шапочка&quot;, 300 гр.",1142,"Купить коробка конфет &quot;Красная Шапочка&quot;, 300 гр. в Минске"
896,2,"Candy &quot;Little Red Riding Hood&quot;, 300 gr.",1142,"Fast delivery of candy &quot;Little Red Riding Hood&quot;, 300 gr. in Minsk"
792,2,Bouquet of 11 pink chrysanthemums,1122,Delivery of bouquet of 11 pink chrysanthemums all over Belarus
691,1,"Бурый плюшевый мишка, 38 см.",1160,"Доставить бурый плюшевый мишка, 38 см. по Минску и Беларуси"
691,2,"Soft dark brown toy teddy bear, 38 cm.",1160,"Deliver soft dark brown toy teddy bear, 38 cm. to Minsk and Belarus"
717,1,Букет из 21 оранжевой розы,1104,Купить букет из 21 оранжевой розы с доставкой по Минску
717,2,21 Orange Roses Bouquet,1104,"Place an order for 21 orange roses bouquet with delivery Minsk, Belarus"
594,1,Букет цветов &quot;Великолепие роз и лилий&quot;,1127,Быстрая доставка букет цветов &quot;Великолепие роз и лилий&quot; в Минске
594,2,Flowers bouquet &quot;Rose and Lily Splendor&quot;,1127,Delivery of flowers bouquet &quot;Rose and Lily Splendor&quot; in Minsk - convenient and fast
748,1,Игрушка Союзмультфильм &quot;Мишка Умка&quot;,1160,Закажите игрушка союзмультфильм &quot;Мишка Умка&quot; с доставкой в Беларуси
614,1,Букет цветов &quot;23 Красные Розы&quot;,1104,Лучшие цены на букет цветов &quot;23 Красные Розы&quot; с доставкой по Минску
614,2,Bouquet  &quot;23 Red Roses&quot;,1104,Deliver bouquet  &quot;23 Red Roses&quot; to Minsk and Belarus
776,1,Корзина с цветами &quot;Нежная улыбка&quot;,1150,Купить корзина с цветами &quot;Нежная улыбка&quot; с доставкой по Минску
776,2,Basket of flowers &quot;Tender Smile&quot;,1150,Delivery of basket of flowers &quot;Tender Smile&quot; in Minsk - convenient and fast
632,1,Мягкая игрушка медведя &quot;Тоффи с розами&quot;,1161,Лучшие цены на мягкая игрушка медведя &quot;Тоффи с розами&quot; с доставкой по Минску
632,2,Soft toy &quot;Teddy Bear Toffi with roses&quot;,1161,Fast delivery of soft toy &quot;Teddy Bear Toffi with roses&quot; in Minsk
944,1,Букет из 7 красных роз,1103,Доставить букет из 7 красных роз по Минску и Беларуси
944,2,Bouquet of 7 red roses,1103,Order bouquet of 7 red roses with delivery to Belarus
784,1,Букет из белых альстромерий &quot;Сказка Зимы&quot;,1164,Лучшие цены на букет из белых альстромерий &quot;Сказка Зимы&quot; с доставкой по Минску
784,2,White Alstroemeria Bouquet &quot;Winter Dream&quot;,1164,"Place an order for white alstroemeria bouquet &quot;Winter Dream&quot; with delivery Minsk, Belarus"
851,1,"Плюшевый мишка с сердцем, коричневый",1160,"Купить плюшевый мишка с сердцем, коричневый в Минске"
851,2,"Soft toy teddy bear with heart, brown",1160,"Fast delivery of soft toy teddy bear with heart, brown in Minsk"
813,1,Букет из 9 розовых роз и альстромерий «Цветная история»,1104,Доставка букет из 9 розовых роз и альстромерий «цветная история» по всей Беларуси
813,2,Bouquet of 9 pink roses &amp;Alstroemeria &quot;Color History&quot;,1104,Best prices for bouquet of 9 pink roses &amp;alstroemeria &quot;Color History&quot; with delivery to Minsk
548,1,Букет из роз и хризантем &quot;Моё вдохновение&quot;,1104,"Оформите заказ на букет из роз и хризантем &quot;Моё вдохновение&quot; с доставкой Минск, Беларусь"
548,2,Bouquet of flowers &quot;Juno's breath&quot;,1104,Deliver bouquet of flowers &quot;Juno's breath&quot; to Minsk and Belarus
651,1,Корзина с розами и хризантемой &quot;Солнце Востока&quot;,1150,Доставка корзина с розами и хризантемой &quot;Солнце Востока&quot; по Минску – удобно и быстро
651,2,Basket with Roses&amp; Сhrysanthemum &quot;Oriental Sun&quot;,1150,Buy basket with roses&amp; сhrysanthemum &quot;Oriental Sun&quot; in Minsk
764,1,Букет из 15 красных тюльпанов,1164,Доставка букет из 15 красных тюльпанов по всей Беларуси
764,2,Flower Bouquet of 15 Red Tulips,1164,Delivery of flower bouquet of 15 red tulips all over Belarus
545,1,Букет лилий &quot;Восточные мотивы&quot;,1127,Доставка букет лилий &quot;Восточные мотивы&quot; по всей Беларуси
545,2,Flowers bouquet of &quot;Blind date bouquet&quot;,1127,"Place an order for flowers bouquet of &quot;Blind date bouquet&quot; with delivery Minsk, Belarus"
619,1,Букет из 21 тюльпана &quot;Весна&quot;,1164,"Оформите заказ на букет из 21 тюльпана &quot;Весна&quot; с доставкой Минск, Беларусь"
619,2,"Flower Bouquet &quot;Spring&quot;, 21 tulips",1164,"Fast delivery of flower bouquet &quot;Spring&quot;, 21 tulips in Minsk"
839,1,"Букет из альстромерий, гвоздик и хризантем",1122,"Быстрая доставка букет из альстромерий, гвоздик и хризантем в Минске"
839,2,"Bouquet of Alstromeria, Carnations &amp; Chrysanthemums",1122,"Order bouquet of alstromeria, carnations &amp; chrysanthemums with delivery to Belarus"
593,1,Букет из роз и альстромерий &quot;Изящный выбор&quot;,1104,"Оформите заказ на букет из роз и альстромерий &quot;Изящный выбор&quot; с доставкой Минск, Беларусь"
593,2,Bouquet of roses and alstromerias &quot;Elegant Choice&quot;,1104,Buy bouquet of roses and alstromerias &quot;Elegant Choice&quot; with delivery to Minsk
611,1,"Кофе молотый &quot;Lavazza&quot; Espresso, жареный",1129,"Доставка кофе молотый &quot;Lavazza&quot; espresso, жареный по всей Беларуси"
611,2,"Coffee &quot;LAVAZZA&quot; Espresso, roasted",1129,"Deliver coffee &quot;LAVAZZA&quot; espresso, roasted to Minsk and Belarus"
934,1,Букет цветов &quot;Грация&quot;,1122,Доставка букет цветов &quot;Грация&quot; по Минску – удобно и быстро
937,1,"Фольгированный шарик &quot;С Днём Рождения&quot;, №1",1167,"Доставить фольгированный шарик &quot;С Днём Рождения&quot;, №1 по Минску и Беларуси"
937,2,Foil&amp;Mylar Balloon Sweet holiday № 3,1167,"Place an order for foil&amp;mylar balloon sweet holiday № 3 with delivery Minsk, Belarus"
690,1,"Мягкая игрушка собачки &quot;Буф&quot;, чёрный",1160,"Оформите заказ на мягкая игрушка собачки &quot;Буф&quot;, чёрный с доставкой Минск, Беларусь"
690,2,"Soft toy dog &quot;Buf&quot;, black",1160,"Buy soft toy dog &quot;Buf&quot;, black with delivery to Minsk"
662,2,Set of 3 Helium Many-Coloured Ballons,1110,Delivery of set of 3 helium many-coloured ballons in Minsk - convenient and fast
860,1,Цветы в коробке &quot;Яркое впечатление&quot;,1175,Доставить цветы в коробке &quot;Яркое впечатление&quot; по Минску и Беларуси
860,2,Flowers in a box &quot;Vivid Impression&quot;,1175,Fast delivery of flowers in a box &quot;Vivid Impression&quot; in Minsk
567,1,Букет из роз и гербер &quot;Летняя фантазия&quot;,1133,Доставка букет из роз и гербер &quot;Летняя фантазия&quot; по Минску – удобно и быстро
567,2,Flower Hand-tied Bouquet &quot;Summer Fantasy&quot;,1133,Delivery of flower hand-tied bouquet &quot;Summer Fantasy&quot; in Minsk - convenient and fast
757,1,"Фольгированный шарик &quot;Моя Любовь&quot;, №1",1167,"Быстрая доставка фольгированный шарик &quot;Моя Любовь&quot;, №1 в Минске"
757,2,Foil&amp;Mylar Balloon &quot;My Love&quot; filled with Helium № 56,1167,Deliver foil&amp;mylar balloon &quot;My Love&quot; filled with helium № 56 to Minsk and Belarus
557,1,"Набор конфет &quot;Столичный&quot;, 770 г.",1142,"Закажите набор конфет &quot;Столичный&quot;, 770 г. с доставкой в Беларуси"
557,2,"Assorted candies &quot;Stolichny&quot;, 770 g",1142,"Best prices for assorted candies &quot;Stolichny&quot;, 770 g with delivery to Minsk"
953,1,"Открытка &quot;С Новым Годом&quot; №1, ручная работа",1176,"Купить открытка &quot;С Новым Годом&quot; №1, ручная работа с доставкой по Минску"
953,2,"Postcard &quot;happy new year&quot; №1, handmade",1176,"Best prices for postcard &quot;happy new year&quot; №1, handmade with delivery to Minsk"
538,1,VIP букет из 51 красной розы,1104,Быстрая доставка vip букет из 51 красной розы в Минске
538,2,VIP bouquet of 51 red roses,1104,Best prices for vip bouquet of 51 red roses with delivery to Minsk
908,1,Белые лилии и красные розы,1127,Доставка белые лилии и красные розы по Минску – удобно и быстро
908,2,White lilies and red roses,1127,"Place an order for white lilies and red roses with delivery Minsk, Belarus"
661,1,Фонарь подвесной &quot;Лягушка&quot;.,1147,Купить фонарь подвесной &quot;Лягушка&quot;. в Минске
783,1,Букет из фиолетовых альстромерий &quot;Океан Любви&quot;,1164,Закажите букет из фиолетовых альстромерий &quot;Океан Любви&quot; с доставкой в Беларуси
783,2,Purple Alstroemeria Bouquet &quot;Ocean of Love&quot;,1164,Order purple alstroemeria bouquet &quot;Ocean of Love&quot; with delivery to Belarus
992,2,Coffee Box №3,1142,"Place an order for coffee box №3 with delivery Minsk, Belarus"
708,1,Горшечное растение в кашпо,1157,Лучшие цены на горшечное растение в кашпо с доставкой по Минску
708,2,Potted plant,1157,Delivery of potted plant in Minsk - convenient and fast
689,1,"Мягкая игрушка собачки &quot;Буф&quot;, кофейный",1160,"Купить мягкая игрушка собачки &quot;Буф&quot;, кофейный в Минске"
566,1,Букет из гербер и хризантем &quot;Красно-Белые Сны&quot;,1122,Быстрая доставка букет из гербер и хризантем &quot;Красно-Белые Сны&quot; в Минске
566,2,Flowers Bouquet Hand-tied &quot;Red&amp; White Dream&quot;,1122,Order flowers bouquet hand-tied &quot;red&amp; white dream&quot; with delivery to Belarus
919,1,Букет из красных роз и белых хризантем,1122,Закажите букет из красных роз и белых хризантем с доставкой в Беларуси
919,2,Bouquet of red roses and white chrysanthemums,1122,Delivery of bouquet of red roses and white chrysanthemums in Minsk - convenient and fast
582,1,Букет из разноцветных роз &quot;Радуга&quot;,1104,Доставить букет из разноцветных роз &quot;Радуга&quot; по Минску и Беларуси
582,2,Bouquet of multicolored roses &quot;Rainbow&quot;,1104,Order bouquet of multicolored roses &quot;Rainbow&quot; with delivery to Belarus
861,1,Цветы в коробке &quot;Единственной и Неповторимой&quot;,1175,Лучшие цены на цветы в коробке &quot;Единственной и Неповторимой&quot; с доставкой по Минску
861,2,Flowers in a box &quot;The One And Only&quot;,1175,Deliver flowers in a box &quot;The One And Only&quot; to Minsk and Belarus
807,1,Букет из 25 разноцветных гербер &quot;Цветочная Страна Чудес&quot;,1139,Закажите букет из 25 разноцветных гербер &quot;Цветочная Страна Чудес&quot; с доставкой в Беларуси
807,2,Hand- tied Bouquet of Multi-Colored Gerberas &quot;Floral Wonderland&quot;,1139,Buy hand- tied bouquet of multi-colored gerberas &quot;Floral Wonderland&quot; with delivery to Minsk
791,1,Букет из 19 хризантем &quot;Радуга Любви&quot;,1122,Доставить букет из 19 хризантем &quot;Радуга Любви&quot; по Минску и Беларуси
791,2,Bouquet of 19 Chrysanthemums &quot;Rainbow of Love&quot;,1122,Deliver bouquet of 19 chrysanthemums &quot;Rainbow of Love&quot; to Minsk and Belarus
669,1,Букет из роз и лилий &quot;Бесконечная романтика&quot;,1127,"Оформите заказ на букет из роз и лилий &quot;Бесконечная романтика&quot; с доставкой Минск, Беларусь"
669,2,Flowers Bouquet &quot;Timeless Romance&quot;,1127,"Place an order for flowers bouquet &quot;Timeless Romance&quot; with delivery Minsk, Belarus"
763,1,Букет из 25 жёлтых и красных тюльпанов,1164,Доставить букет из 25 жёлтых и красных тюльпанов по Минску и Беларуси
763,2,Flower bouquet of 25 Red &amp; Yellow tulips,1164,Fast delivery of flower bouquet of 25 red &amp; yellow tulips in Minsk
706,1,"Фольгированный шарик &quot;Смайл&quot;, №1",1167,"Лучшие цены на фольгированный шарик &quot;Смайл&quot;, №1 с доставкой по Минску"
706,2,Foil&amp;Mylar Balloon &quot;Smiley&quot; filled with Helium № 1,1167,Deliver foil&amp;mylar balloon &quot;Smiley&quot; filled with helium № 1 to Minsk and Belarus
660,1,Фонарь подвесной &quot;Цветы любви&quot;.,1163,Купить фонарь подвесной &quot;Цветы любви&quot;. с доставкой по Минску
660,2,A lantern hung &quot;Flowers of Love&quot;,1163,Best prices for a lantern hung &quot;Flowers of Love&quot; with delivery to Minsk
952,2,Bouquet of red carnations,1174,Best prices for bouquet of red carnations with delivery to Minsk
546,1,VIP букет из 201 красной розы,1105,Закажите vip букет из 201 красной розы с доставкой в Беларуси
546,2,VIP bouquet of 201 red roses,1105,Deliver vip bouquet of 201 red roses to Minsk and Belarus
926,1,Открытка &quot;Котик с сердечками&quot; №1,1176,Быстрая доставка открытка &quot;Котик с сердечками&quot; №1 в Минске
926,2,Postcard &quot;Cat with hearts&quot; №1,1176,"Place an order for postcard &quot;Cat with hearts&quot; №1 with delivery Minsk, Belarus"
775,1,Цветочная композиция  &quot;Корзинка Полевых цветов&quot;,1150,Лучшие цены на цветочная композиция  &quot;Корзинка Полевых цветов&quot; с доставкой по Минску
775,2,Flower Arrangement  &quot;Wildflowers Basket&quot;,1150,Buy flower arrangement  &quot;Wildflowers Basket&quot; in Minsk
976,1,Букет из 7 разноцветных хризантем,1122,Доставка букет из 7 разноцветных хризантем по всей Беларуси
976,2,Bouquet of 7 multicolored chrysanthemums,1122,Order bouquet of 7 multicolored chrysanthemums with delivery to Belarus
756,1,"Фольгированный шарик &quot;Серебряное сердце&quot;, №1",1167,"Закажите фольгированный шарик &quot;Серебряное сердце&quot;, №1 с доставкой в Беларуси"
756,2,Foil&amp;Mylar Balloon &quot;Silver heart&quot; filled with Helium № 45,1167,Deliver foil&amp;mylar balloon &quot;Silver heart&quot; filled with helium № 45 to Minsk and Belarus
762,1,Букет из 39 розовых тюльпанов,1164,Купить букет из 39 розовых тюльпанов с доставкой по Минску
762,2,Bouquet of 39 pink Tulips,1164,Fast delivery of bouquet of 39 pink tulips in Minsk
871,1,"Плюшевый мишка с бантом, розовый",1161,"Оформите заказ на плюшевый мишка с бантом, розовый с доставкой Минск, Беларусь"
871,2,"Soft toy teddy bear with bow, pink",1161,"Delivery of soft toy teddy bear with bow, pink all over Belarus"
688,1,"Мягкая игрушка собачки &quot;Буф&quot;, бурый",1160,"Быстрая доставка мягкая игрушка собачки &quot;Буф&quot;, бурый в Минске"
688,2,"Soft toy dog &quot;Buf&quot;, brown",1160,"Fast delivery of soft toy dog &quot;Buf&quot;, brown in Minsk"
814,1,Букет из розовых роз и белых лилий &quot;Адель&quot;,1104,Купить букет из розовых роз и белых лилий &quot;Адель&quot; с доставкой по Минску
814,2,Bouquet of 7 pink roses&amp; white lilies &quot;Adele&quot;,1104,Delivery of bouquet of 7 pink roses&amp; white lilies &quot;Adele&quot; in Minsk - convenient and fast
